Category,Sub-Category,Product Name,total_sales,total_profit,total_units,orders,loss_orders,profit_margin_pct,loss_rate_pct
Office Supplies,Art,Newell 338,23.52,6.35,8.0,2,0.0,27.0,0.0
Office Supplies,Paper,Xerox 1984,12.96,6.35,2.0,1,0.0,49.0,0.0
Technology,Phones,Belkin iPhone and iPad Lightning Cable,83.94,6.3,7.0,2,0.0,7.5,0.0
Office Supplies,Labels,Avery 502,17.64,6.17,7.0,3,0.0,35.0,0.0
Office Supplies,Art,Newell 339,26.69,6.12,10.0,3,0.0,22.92,0.0
Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,281.66,6.12,6.0,3,1.0,2.17,33.33
Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",15.47,6.1,8.0,2,0.0,39.43,0.0
Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,110.59,6.03,22.0,8,3.0,5.45,37.5
Office Supplies,Storage,Eldon File Chest Portable File,79.4,5.96,5.0,1,0.0,7.5,0.0
Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,208.18,5.95,8.0,4,2.0,2.86,50.0
Office Supplies,Fasteners,Translucent Push Pins by OIC,24.55,5.84,15.0,3,0.0,23.79,0.0
Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64,5.75,8.0,3,0.0,32.57,0.0
Office Supplies,Binders,"SlimView Poly Binder, 3/8""",117.59,5.7,40.0,7,4.0,4.85,57.14
Office Supplies,Paper,Xerox 1969,11.56,5.66,2.0,1,0.0,49.0,0.0
Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.55,5.64,3.0,1,0.0,36.25,0.0
Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,51.48,5.62,49.0,12,5.0,10.91,41.67
Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,25.96,5.52,5.0,2,0.0,21.25,0.0
Office Supplies,Labels,Avery 482,11.56,5.43,4.0,2,0.0,47.0,0.0
Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,62.13,5.43,17.0,4,2.0,8.74,50.0
Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,355.95,5.42,22.0,7,2.0,1.52,28.57
Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",179.01,5.39,37.0,10,4.0,3.01,40.0
Office Supplies,Paper,Xerox 1901,16.9,5.28,4.0,1,0.0,31.25,0.0
Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,190.77,5.16,16.0,4,2.0,2.7,50.0
Office Supplies,Fasteners,OIC Thumb-Tacks,13.0,5.14,13.0,3,0.0,39.56,0.0
Technology,Accessories,Belkin Standard 104 key USB Keyboard,265.54,5.11,21.0,6,5.0,1.92,83.33
Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,16.4,5.06,8.0,3,1.0,30.85,33.33
Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,108.64,5.02,30.0,8,4.0,4.62,50.0
Office Supplies,Paper,Wirebound Voice Message Log Book,15.23,4.95,4.0,2,0.0,32.5,0.0
Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",23.33,4.91,8.0,3,0.0,21.05,0.0
Furniture,Furnishings,Contemporary Wood/Metal Frame,193.92,4.85,18.0,4,2.0,2.5,50.0
Office Supplies,Art,Newell 329,24.27,4.85,8.0,2,0.0,20.0,0.0
Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,518.94,4.69,32.0,7,1.0,0.9,14.29
Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,11.68,4.6,13.0,5,0.0,39.41,0.0
Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,4.49,1.0,1,0.0,30.0,0.0
Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,14.2,4.4,5.0,3,0.0,31.0,0.0
Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.73,4.37,41.0,9,4.0,3.19,44.44
Office Supplies,Paper,Xerox 1922,11.95,4.33,3.0,1,0.0,36.25,0.0
Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,38.02,4.32,30.0,7,3.0,11.36,42.86
Office Supplies,Art,Newell 313,28.21,4.26,10.0,3,0.0,15.12,0.0
Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34,3.91,17.0,6,2.0,5.98,33.33
Office Supplies,Art,Pencil and Crayon Sharpener,29.35,3.77,16.0,4,0.0,12.84,0.0
Office Supplies,Art,Newell 323,21.17,3.76,14.0,3,0.0,17.78,0.0
Technology,Phones,OtterBox Defender Series Case - iPhone 5c,133.13,3.7,5.0,2,1.0,2.78,50.0
Technology,Accessories,Maxell CD-R Discs,15.76,3.7,9.0,3,0.0,23.5,0.0
Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.74,3.67,3.0,1,0.0,10.0,0.0
Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,51.18,3.66,20.0,6,3.0,7.14,50.0
Furniture,Furnishings,Contemporary Borderless Frame,36.16,3.62,6.0,2,1.0,10.0,50.0
Office Supplies,Art,Newell 307,19.29,3.57,12.0,3,0.0,18.49,0.0
Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.62,3.57,2.0,1,0.0,26.25,0.0
Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09,3.48,18.0,5,1.0,6.2,20.0
Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,141.61,3.45,8.0,4,2.0,2.44,50.0
Office Supplies,Fasteners,Stockwell Gold Paper Clips,8.1,3.4,5.0,2,0.0,42.05,0.0
Office Supplies,Labels,Avery 484,9.22,3.34,4.0,1,0.0,36.25,0.0
Office Supplies,Binders,GBC Instant Report Kit,164.99,3.23,50.0,13,8.0,1.96,61.54
Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,3.16,2.0,1,0.0,41.0,0.0
Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",163.33,3.14,15.0,3,2.0,1.92,66.67
Office Supplies,Paper,Xerox 20,6.48,3.11,1.0,1,0.0,48.0,0.0
Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8,3.04,4.0,2,0.0,39.0,0.0
Office Supplies,Art,12 Colored Short Pencils,18.2,3.02,8.0,3,0.0,16.57,0.0
Office Supplies,Art,Newell 342,9.84,2.85,3.0,1,0.0,29.0,0.0
Office Supplies,Labels,Avery 5,5.76,2.82,2.0,1,0.0,49.0,0.0
Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,106.17,2.79,10.0,5,1.0,2.63,20.0
Office Supplies,Art,4009 Highlighters,8.04,2.73,6.0,1,0.0,34.0,0.0
Office Supplies,Paper,Xerox 1989,7.97,2.69,2.0,1,0.0,33.75,0.0
Office Supplies,Storage,Plastic Stacking Crates & Casters,35.71,2.68,8.0,4,0.0,7.5,0.0
Office Supplies,Storage,Woodgrain Magazine Files by Perma,69.14,2.62,24.0,6,2.0,3.79,33.33
Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,2.4,3.0,1,0.0,1.0,0.0
Office Supplies,Envelopes,Grip Seal Envelopes,7.07,2.39,2.0,1,0.0,33.75,0.0
Office Supplies,Binders,Self-Adhesive Ring Binder Labels,22.88,2.36,11.0,4,2.0,10.31,50.0
Office Supplies,Art,Design Ebony Sketching Pencil,13.62,2.31,11.0,3,0.0,16.94,0.0
Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,13.86,2.3,8.0,2,0.0,16.57,0.0
Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,9.57,2.29,5.0,2,0.0,23.91,0.0
Office Supplies,Art,Newell 308,8.4,2.1,5.0,2,0.0,25.0,0.0
Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",93.53,2.08,8.0,3,1.0,2.22,33.33
Technology,Accessories,Imation Clip USB flash drive - 8 GB,443.68,1.88,25.0,7,3.0,0.42,42.86
Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,32.65,1.78,4.0,2,1.0,5.45,50.0
Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,1.63,17.0,7,2.0,3.23,28.57
Office Supplies,Appliances,Hoover Portapower Portable Vacuum,61.82,1.34,18.0,4,1.0,2.17,25.0
Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,1.3,5.0,1,0.0,10.0,0.0
Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,75.1,1.2,6.0,3,2.0,1.6,66.67
Office Supplies,Art,Newell 337,10.5,1.18,4.0,2,0.0,11.25,0.0
Office Supplies,Binders,Acco Expandable Hanging Binders,38.92,1.02,11.0,4,2.0,2.62,50.0
Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,105.14,0.81,9.0,3,1.0,0.77,33.33
Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,19.7,0.79,8.0,2,1.0,4.0,50.0
Office Supplies,Fasteners,Alliance Rubber Bands,13.44,0.54,8.0,2,0.0,4.0,0.0
Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.77,0.44,6.0,4,1.0,4.55,25.0
Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.19,0.34,3.0,1,0.0,1.25,0.0
Office Supplies,Supplies,Letter Slitter,10.08,0.3,4.0,2,0.0,3.0,0.0
Office Supplies,Fasteners,Bagged Rubber Bands,25.7,0.3,21.0,5,1.0,1.18,20.0
Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,21870.58,0.0,39.0,8,3.0,0.0,37.5
Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",29.7,0.0,15.0,4,0.0,0.0,0.0
Office Supplies,Supplies,Premier Electric Letter Opener,2641.61,0.0,24.0,8,3.0,-0.0,37.5
Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",314.55,0.0,15.0,4,2.0,0.0,50.0
Furniture,Chairs,Global Super Steno Chair,2389.9,0.0,30.0,7,4.0,-0.0,57.14
Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,248.36,0.0,7.0,2,0.0,0.0,0.0
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.95,-0.16,23.0,4,3.0,-0.26,75.0
Office Supplies,Fasteners,Rubber Band Ball,58.34,-0.3,16.0,4,1.0,-0.51,25.0
Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",13.07,-0.51,7.0,3,1.0,-3.94,33.33
Office Supplies,Storage,Eldon Gobal File Keepers,348.22,-0.61,24.0,6,2.0,-0.17,33.33
Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",99.8,-0.7,19.0,6,3.0,-0.7,50.0
Office Supplies,Binders,Round Ring Binders,29.95,-0.92,28.0,6,3.0,-3.06,50.0
Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",58.78,-1.07,4.0,2,1.0,-1.82,50.0
Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.17,-1.36,4.0,1,1.0,-5.0,100.0
Office Supplies,Supplies,Acme Serrated Blade Letter Opener,13.99,-1.75,5.0,2,1.0,-12.5,50.0
Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",97.81,-1.78,8.0,2,1.0,-1.82,50.0
Technology,Machines,Penpower WorldCard Pro Card Scanner,91.48,-1.83,1.0,1,1.0,-2.0,100.0
Office Supplies,Binders,Angle-D Ring Binders,39.38,-1.97,14.0,6,4.0,-5.0,66.67
Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,10.82,-2.01,9.0,3,2.0,-18.54,66.67
Office Supplies,Binders,Computer Printout Index Tabs,11.09,-2.02,15.0,4,2.0,-18.18,50.0
Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,44.03,-2.02,9.0,3,2.0,-4.59,66.67
Technology,Phones,PNY Rapid USB Car Charger - Black,9.59,-2.08,2.0,1,1.0,-21.67,100.0
Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,143.01,-2.18,41.0,11,7.0,-1.52,63.64
Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",269.39,-2.28,35.0,9,4.0,-0.85,44.44
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,18.1,-2.51,8.0,2,1.0,-13.85,50.0
Office Supplies,Fasteners,"Super Bands, 12/Pack",33.48,-2.6,20.0,4,2.0,-7.78,50.0
Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",46.59,-2.87,16.0,4,1.0,-6.15,25.0
Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,55.76,-2.92,13.0,5,3.0,-5.24,60.0
Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",182.51,-3.22,42.0,10,5.0,-1.76,50.0
Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,3028.65,-3.24,39.0,12,4.0,-0.11,33.33
Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,77.24,-3.3,18.0,5,2.0,-4.27,40.0
Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,43.67,-3.49,12.0,3,1.0,-8.0,33.33
Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,38.27,-3.66,7.0,2,1.0,-9.57,50.0
Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,19.78,-3.77,5.0,2,1.0,-19.05,50.0
Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",54.47,-3.89,9.0,3,2.0,-7.14,66.67
Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,23.86,-4.11,9.0,2,1.0,-17.24,50.0
Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,102.26,-4.42,34.0,9,4.0,-4.32,44.44
Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.62,-4.47,2.0,1,1.0,-275.0,100.0
Office Supplies,Binders,Insertable Tab Indexes For Data Binders,17.49,-4.83,13.0,5,4.0,-27.64,80.0
Furniture,Furnishings,Eldon 100 Class Desk Accessories,36.4,-4.85,18.0,4,2.0,-13.33,50.0
Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,38.64,-4.89,29.0,8,5.0,-12.66,62.5
Office Supplies,Storage,"Rogers Jumbo File, Granite",317.77,-4.89,24.0,7,1.0,-1.54,14.29
Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25.83,-4.92,25.0,6,5.0,-19.05,83.33
Office Supplies,Binders,UniKeep View Case Binders,28.85,-5.48,13.0,5,3.0,-18.98,60.0
Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,48.01,-5.71,29.0,6,3.0,-11.89,50.0
Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,11.48,-5.74,6.0,4,3.0,-50.0,75.0
Furniture,Furnishings,Telescoping Adjustable Floor Lamp,143.93,-6.0,10.0,6,2.0,-4.17,33.33
Office Supplies,Storage,Tennsco Regal Shelving Units,1764.53,-6.08,18.0,4,1.0,-0.34,25.0
Office Supplies,Storage,Sterilite Show Offs Storage Containers,78.14,-6.34,16.0,5,2.0,-8.11,40.0
Technology,Phones,Plantronics MX500i Earset,618.48,-6.44,15.0,7,2.0,-1.04,28.57
Office Supplies,Storage,Akro Stacking Bins,91.52,-6.94,13.0,6,3.0,-7.59,50.0
Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,31.59,-7.03,24.0,7,5.0,-22.26,71.43
Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.9,-7.04,14.0,4,1.0,-1.57,25.0
Office Supplies,Storage,Safco Commercial Shelving,483.7,-7.44,11.0,5,2.0,-1.54,40.0
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.75,-7.62,20.0,6,2.0,-2.9,33.33
Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,300.14,-7.68,45.0,8,2.0,-2.56,25.0
Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,41.64,-7.81,15.0,4,4.0,-18.75,100.0
Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",117.74,-8.55,46.0,10,6.0,-7.26,60.0
Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",1427.68,-8.55,10.0,4,1.0,-0.6,25.0
Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",661.94,-9.25,33.0,7,3.0,-1.4,42.86
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.35,-9.3,6.0,3,1.0,-0.91,33.33
Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.86,-9.94,17.0,6,3.0,-1.16,50.0
Technology,Phones,Shocksock Galaxy S4 Armband,63.51,-10.07,7.0,3,2.0,-15.86,66.67
Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,112.67,-10.14,48.0,10,5.0,-9.0,50.0
Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",197.61,-10.35,27.0,4,1.0,-5.24,25.0
Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.69,-10.41,18.0,4,1.0,-11.36,25.0
Technology,Phones,Avaya 5410 Digital phone,625.51,-10.88,13.0,4,2.0,-1.74,50.0
Furniture,Furnishings,Dana Swing-Arm Lamps,108.94,-11.21,15.0,7,3.0,-10.29,42.86
Office Supplies,Binders,GBC Personal VeloBind Strips,156.94,-11.26,27.0,7,3.0,-7.18,42.86
Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",102.62,-11.88,44.0,12,6.0,-11.58,50.0
Technology,Phones,Gear Head AU3700S Headset,189.65,-11.95,16.0,3,1.0,-6.3,33.33
Technology,Phones,iOttie HLCRIO102 Car Mount,215.89,-11.99,12.0,5,3.0,-5.56,60.0
Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,1229.75,-12.0,27.0,8,3.0,-0.98,37.5
Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2298.11,-12.13,39.0,9,7.0,-0.53,77.78
Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,540.8,-12.29,9.0,4,1.0,-2.27,25.0
Office Supplies,Binders,GBC Instant Index System for Binding Systems,71.93,-12.43,19.0,5,3.0,-17.28,60.0
Office Supplies,Binders,Cardinal Hold-It CD Pocket,38.3,-12.45,12.0,4,2.0,-32.5,50.0
Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.83,-12.69,1.0,1,1.0,-10.59,100.0
Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,1426.31,-12.79,50.0,12,6.0,-0.9,50.0
Office Supplies,Supplies,Martin-Yale Premier Letter Opener,236.99,-12.88,20.0,7,3.0,-5.43,42.86
Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,66.41,-13.28,12.0,5,3.0,-20.0,60.0
Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,72.91,-13.33,22.0,5,3.0,-18.28,60.0
Technology,Phones,Motorola L804,607.07,-13.34,19.0,6,2.0,-2.2,33.33
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.63,-13.91,37.0,8,6.0,-21.86,75.0
Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.81,-14.41,27.0,6,3.0,-10.45,50.0
Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,-14.62,11.0,3,1.0,-3.12,33.33
Office Supplies,Binders,Avery Durable Poly Binders,82.95,-15.59,33.0,6,4.0,-18.8,66.67
Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,216.96,-15.59,14.0,4,2.0,-7.19,50.0
Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,28.51,-16.14,41.0,8,6.0,-56.6,75.0
Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",117.28,-16.49,5.0,2,1.0,-14.06,50.0
Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.25,-17.03,16.0,3,1.0,-2.07,33.33
Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,51.78,-17.51,5.0,2,2.0,-33.82,100.0
Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,480.7,-18.19,16.0,7,3.0,-3.78,42.86
Technology,Phones,Speck Products Candyshell Flip Case,188.95,-18.19,8.0,4,2.0,-9.63,50.0
Office Supplies,Binders,GBC Wire Binding Strips,212.66,-18.41,14.0,5,3.0,-8.66,60.0
Office Supplies,Binders,Large Capacity Hanging Post Binders,276.95,-19.46,22.0,5,3.0,-7.03,60.0
Technology,Accessories,Logitech Keyboard K120,174.24,-19.6,12.0,3,3.0,-11.25,100.0
Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,41.34,-19.69,22.0,7,6.0,-47.63,85.71
Office Supplies,Binders,Accohide Poly Flexible Ring Binders,43.76,-19.82,34.0,8,5.0,-45.3,62.5
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.89,-20.29,32.0,9,3.0,-1.42,33.33
Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36,-20.48,14.0,4,1.0,-6.75,25.0
Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,520.08,-20.49,7.0,3,1.0,-3.94,33.33
Technology,Machines,Texas Instrument TI-15 Fraction Calculator,41.91,-20.52,8.0,2,1.0,-48.97,50.0
Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.51,-20.52,11.0,5,3.0,-17.17,60.0
Furniture,Chairs,"Global Armless Task Chair, Royal Blue",1396.44,-20.73,28.0,8,4.0,-1.48,50.0
Technology,Machines,Plantronics Single Ear Headset,29.93,-21.95,5.0,1,1.0,-73.33,100.0
Office Supplies,Supplies,Stiletto Hand Letter Openers,136.32,-21.98,17.0,4,3.0,-16.13,75.0
Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1619.82,-22.5,5.0,2,1.0,-1.39,50.0
Office Supplies,Binders,Avery Durable Slant Ring Binders,51.48,-23.76,19.0,5,4.0,-46.15,80.0
Office Supplies,Binders,GBC VeloBinder Strips,52.99,-23.81,20.0,4,3.0,-44.93,75.0
Technology,Phones,Anker Astro 15000mAh USB Portable Charger,599.88,-24.0,13.0,5,2.0,-4.0,40.0
Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",1445.26,-24.5,24.0,5,1.0,-1.69,20.0
Office Supplies,Storage,"Tennsco Lockers, Gray",402.82,-26.43,22.0,6,3.0,-6.56,50.0
Furniture,Bookcases,"Hon Metal Bookcases, Black",1570.08,-26.97,30.0,5,2.0,-1.72,40.0
Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",258.72,-27.17,51.0,12,7.0,-10.5,58.33
Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,-30.23,24.0,7,3.0,-2.55,42.86
Technology,Phones,Macally Suction Cup Mount,279.63,-31.07,26.0,4,3.0,-11.11,75.0
Technology,Phones,Samsung Convoy 3,688.14,-31.08,9.0,2,1.0,-4.52,50.0
Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.93,-31.98,9.0,4,3.0,-21.62,75.0
Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",472.86,-32.27,17.0,4,2.0,-6.82,50.0
Furniture,Chairs,Novimex Turbo Task Chair,1341.52,-32.65,22.0,6,3.0,-2.43,50.0
Office Supplies,Storage,Rogers Deluxe File Chest,444.0,-34.73,22.0,8,4.0,-7.82,50.0
Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,1686.9,-36.47,18.0,6,3.0,-2.16,50.0
Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",4384.04,-36.53,33.0,7,1.0,-0.83,14.29
Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,147.53,-36.88,6.0,2,1.0,-25.0,50.0
Technology,Phones,Mediabridge Sport Armband iPhone 5s,257.74,-38.96,30.0,7,4.0,-15.12,57.14
Furniture,Tables,Bevis Round Conference Room Tables and Bases,519.94,-39.44,4.0,2,1.0,-7.59,50.0
Office Supplies,Binders,Insertable Tab Post Binder Dividers,66.57,-39.7,25.0,8,6.0,-59.64,75.0
Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,369.25,-40.49,21.0,6,3.0,-10.97,50.0
Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",1469.16,-40.58,26.0,7,3.0,-2.76,42.86
Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,1311.88,-42.11,19.0,7,4.0,-3.21,57.14
Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,-42.18,8.0,4,2.0,-12.26,50.0
Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",284.1,-43.45,16.0,3,2.0,-15.29,66.67
Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",180.46,-46.4,4.0,2,1.0,-25.71,50.0
Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",849.31,-47.18,16.0,4,2.0,-5.56,50.0
Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,329.95,-48.58,31.0,7,5.0,-14.72,71.43
Office Supplies,Storage,Tennsco Commercial Shelving,374.26,-48.61,21.0,9,5.0,-12.99,55.56
Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4,-48.78,10.0,3,1.0,-12.86,33.33
Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,2586.19,-48.8,15.0,4,3.0,-1.89,75.0
Technology,Phones,Clearsounds A400,488.33,-48.83,11.0,3,2.0,-10.0,66.67
Technology,Phones,iOttie XL Car Mount,223.89,-50.37,14.0,2,2.0,-22.5,100.0
Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",872.26,-52.57,25.0,7,3.0,-6.03,42.86
Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,1391.4,-55.66,4.0,2,2.0,-4.0,100.0
Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,384.85,-55.98,18.0,4,3.0,-14.55,75.0
Office Supplies,Storage,Fellowes Econo/Stor Drawers,581.58,-56.22,7.0,2,1.0,-9.67,50.0
Furniture,Bookcases,Bush Somerset Collection Bookcase,1263.96,-56.32,12.0,4,2.0,-4.46,50.0
